,type,category,review,star
113,에어팟프로,별점,"기대를 너무했나봐요.. 에어팟 1세대 쓰다가 넘어왔어요~
음질차이는 솔직히 잘 모르겠고, 비슷한 것 같아요~
프로로 넘어온 결정적인 이유는 오른쪽 귀에서 자꾸 빠지고 귀가 아프단 이유였는데, 프로에선 귀 안으로 이어팁이 들어가 잘 빠지진 않는 것 같아요. 노이즈 캔슬링은 비행귀처럼 귀가 막힌 느낌입니다. 그것으로 인해 음질이 개선되는 것은 아닌 듯 하고, 주변소음을 막는 기능을 하는 듯 해요~ 결론은 노이즈캔슬링 기능과 귀 밀착감 외엔 에어팟 1세대와 크게 와닿는 차이점은 없는 것 같습니다. 가성비 고려하시면 프로 말고 그냥 에어팟 사시면 될것 같아요~~",평점5
114,에어팟프로,별점,전 솔직히 공식몰보다 쇼핑몰에서 조금 더 저렴하게 판매한다고하면 못믿는 사람이에요. SSG에서도 공식 리셀러로 판매한다고 해서 결제를 하기는 좀 그랬는데 이마트에서 픽업이 가능하더라고요. 픽업이 가능한 상품이라면 매장에 있는 상품이고 택배보다 좀 더 안전하게 나 자신이 가져올 수 있는 것이잖아요. 그래서 어제 주문해서 오늘 찾으러 갔어요. 매장 직원분 친절하게 설명해주시고 제품을 받아서 개봉을 했는데 연결 엄청 잘되고 제조일이 2021년 2월이더라고요. 지금이 5월이니까 그렇게 많이 지난 것도 아니니까요. 음질 좋고 큰 문제또한 없고 노이즈 캔슬링 또한 매우매우 만족이에요. 앞으로 사용을 해봐야 알겠지만 처음 에어팟을 사용하는거다보니까 사용이 힘들더라고요ㅎㅎ 점점 나아지겠죠?? 확실히 매장에서 받는게 가장 좋은거 같아요. 앞으로 잘 사용할께요!! 일반 에어팟보다 확실히 에어팟 프로를 사용하는게 더 좋은거 같아요. 크기도 적당하고 . 프로 케이스랑 철가루 방지 스티커는 쇼핑몰에서 구매했는데 빨리 도착했으면 좋겠으요 ㅎㅎㅎ,평점5
115,에어팟프로,별점,에어팟이 커널형이 아니라서 구매 안 했던 저로서는 커널형이라서 바로 구매했습니다.기존에 비츠x 쓰고 있었는데 운동하면서 선이 걸리적 거릴 때가 많았습니다. 에어팟 프로는 무선이라 그런거 없어서 편합니다.노이즈 캔슬링 제품을 써본건 아니지만 노이즈 수용과 차단을 번갈아가며 들어보이 그 차이가 확실하더라구요.수용 모드의 경우에는 안전사고에 대비하는 데에도 도움이 될거 같구요. 통화음질도 비츠x보다 좋은 것 같습니다. 노래 음질도 준수하게 느껴지네요.회사 동료분들도 껴보더니 다들 좋다고 하시네요.저는 2만원 할인 + T멤버십 사용해서 구매했습니다.,평점5
116,에어팟프로,별점,유선이어폰을 계속 쓰다가 선이 너무 불편하고 짜증이나서^^ㅋㅋㅋ 결국 에어팟 프로로 질렀어요 돈이 하나도 안아깝고 대만족합니다~~! 다른 사이트 가격비교해서 살려고하다가 별로 믿음도 안가고 리퍼제품일까봐 그냥 공식사이트에서 맘 편하게 샀는데 잘한 것 같네요~~ 제조일자도 21년4월 제품으로 최신제조일자라 좋구요! 일단 제품은 말해 뭐합니까 ㅎㅎ 끼자마자 음악을 틀지 않아도 노이즈캔슬링이 딱 되는데 이것은 마치 나만의 세상(?)같은 느낌ㅋㅋㅋ 주변 소음이 다 차단되는게 신기했어요~ 마치 귀가 진공상태가 된 것 같아요~ 이런 상태에서 노래를 틀으면 오직 음악과 나만 존재하는 그런 세상이 됩니다 ㅎㅎㅎ 주변음 허용 하면 진공(?)이 풀리면서 주변음이 들어오는데 이렇게까지 차단이 됐다고??하고 놀랍니다ㅋㅋㅋ 신통방통합니다~ 그래도 장시간 끼고있음 ~ 사실 이건 무슨 이어폰이던 다 똑같은 거라서~ㅎㅎ 살지 말지 고민하시는 분들 후회없이 지르시길 바라요~~!,평점5
117,에어팟프로,별점,"절대 콩나물은 안사야지 안사야지 하면 결국은 샀네요. ㅎ
막귀라 음질은 잘 모르겠고, 그냥 끼니까 까리해보이네요. ㅎ
근데 운전할때는 노이즈캔슬링 쓰면 안되겠어요. 진짜 완전 외부 방해음 차단이라
사고날 수도 있겠어요.
좋은 점은 차 안에서 끼고 차 블루투스로 노래 듣다가 장보러 갈때 차에서 내리고
마트 들어가면 에어팟에서 음악이 나오니 고대로~ 듣던 음악이 이어져서
외부음 차단도 되고, 그런 점에서 가장 전 좋네요.
사실 유선 이어폰만 쓰다가 .
역시 애플이 만들면 콩나물이어도 트랜드가 되는군요 굿",평점5
118,에어팟프로,별점,"비교군이 없어서 객관적인 평가는 아닙니다.
노캔은 만족스럽습니다만 커널을 이제껏 안쓴 이유를 다시 깨달았습니다. 귀가 정말 너무 아픕니다...... 노캔때문에 참고 쓸거지만 정말 이정도일줄은 ㅠㅠ
음질도 솔직히 너무 플랫해요 그게 또 왜곡없는 소리전달면에선 장점일수도 있겠지만 이가격에는 진짜 의문인 퀄리티라고 봅니다. 저야 애플제품을 쓰니까 솔직히 더 따질수가 없는 선택이었지만, 안드유저는 제발 세번 이상 생각하세요. 아! 그리고 정말 늦게 올줄 알았는데 일주일도 안돼서 물건 받았습니다.",평점5
119,에어팟프로,별점,"노이즈 캔슬랑 기능은 실외에서는 그다지 ㅠㅠ 실내에서는 80% 정도 생각하시면 될거 같습니다 착용감은 촤악 붙는 느낌은 없습니다 고무링 대,중,소 다 껴봐도 오래 착용해도 귀가 답답하지 않고 나중에는 언제 끼고 있었지 정도 입니다 착용후 가벼운 런링은 오케이 격렬한 뜀박질은 분실100%입니다 많은 도움 되었으면 좋겠습니다 철가루 방지 스티커는 최대한 뒷쪽으로 밀착하여 부착해주세요 프로 특성상 케이스는 윗뚜껑 아래 부분 연결 되어 있는 일체형으로 추천합니다 분리형은 위쪽 부분이 빠질수 있습니다",평점5
120,에어팟프로,별점,"배송 정말 빨랐구요! 일주일간 여러 사이트 가격 비교해보고 서치해서 찾은 곳! 많이 차이는 없는데 그 1,2만원이 왜그르케 커보였는지!!ㅋㅋ 그래도 그때만큼은 꽤 저렴하게 구입했다 자부합니다. 예상보다 3-4만원 더 저렴했던듯. 그리고 무선이어폰은 첨이라 에어팟2세대를 살까, 불편하면 어떡하지 라는 오만 고민을 다 하고 샀는데, 역시 다들 왜 신세계 신세계 하는지 끼자마자 놀란 눈ㅋㅋ 꽤 장시간 끼고 있으면 귀가 좀 얼얼해지고, 어떨땐 약간의 멀미가 있긴 하지만 충전해야하는 시간과 얼추 맞아서 노프로블롬. 또 원래 제 귀도 커널이든 아니든 잘 빠지고, 어떨땐 아픈 스타일이라 이것도 뭐 노문제. 유선일때 어디 걸려 귀가 당겨질 기분나쁠 경우는 이제 없을 거란 생각에 기분이 좋네용! 무선이 신세계고 노이즈캔슬링,,,, 꼭 경험해 보세요. 대신 길 다닐땐 해제해서 안전히!!",평점5
121,에어팟프로,별점,"노이즈 억제 기능도 좋지만 주변 소음 허용 모드도 유용하게 잘 쓰고 있어요. 에어팟 1을 썼었는데 그땐 귀에 꽂은 채론 주변 소리가 잘 안들려서 뺐어야 했는데 지금은 귀에 꽂은 채로 대화가 가능하다는게 참 편합니다. 두드리기 모션 외에 누름으로 기능을 호환하니 더 편한 것도 있어요.
7월 제조품으로 받았다가 10월 이전 제조품들을 애플에서 무상교체 해준다는 공지를 보고 애플 사이트에서 주변 공식 as센터에 예약해 찾아가 검사 받고 한쪽 에어팟을 교환 받았습니다. 확실히 훨씬 더 나아요. 이전 제조품 받으신 분들은 꼭 가서 교환 받으세요.",평점5
122,에어팟프로,별점,"노이즈 캔슬랑 기능은 실외에서는 그다지 ㅠㅠ 실내에서는 80% 정도 생각하시면 될거 같습니다 착용감은 촤악 붙는 느낌은 없습니다 고무링 대,중,소 다 껴봐도 오래 착용해도 귀가 답답하지 않고 나중에는 언제 끼고 있었지 정도 입니다 착용후 가벼운 런링은 오케이 격렬한 뜀박질은 분실100%입니다 많은 도움 되었으면 좋겠습니다 철가루 방지 스티커는 최대한 뒷쪽으로 밀착하여 부착해주세요 프로 특성상 케이스는 윗뚜껑 아래 부분 연결 되어 있는 일체형으로 추천합니다 분리형은 위쪽 부분이 빠질수 있습니다",평점5
123,에어팟프로,별점,금요일에 물건 받고 주말 사용 내내 볼륨 조절할때 갑자기 커지다가 조절되는현상 3번 겪고 월요일에 교환요청. 그후 일주일만에 답변와서 애플서비스센타 가서 교환받으라고함.애플 서비스센타에서는 문제있는쪽 유닛만 교쳬 해준다고함.새상품 받자마자 문제있는건데 박스채로 새상품으로 교환해줘야 해달라하니 판매처에 문의하라고 함. 그즉시 판매처에 문의한후 2주 넘어서 까지 답변없음.직접 ssg.com에 오늘 문의하니 개봉후에는 교환 반품이 절대 안된다고 함.개봉전에 고장인지 미리 알수 있는방법 아시는분 계심? 이답변 들으려고 삼주 이상을 에어팟 쓰지도 못하고 포장해놓고 기다렸음.원래 애플이 그런전지 써치해보니 쿠팡은 문제있으면 바로 교환해준다고 함.이렇게나 기다리게 했으면 해결이라도 해줘야지 정말 최악임.최악중에 최악. 여러분 뽑기실패하면 저같은 경우 생기니 절대 여기서 사지 마시라고 하고싶음. 공익을 위해 썼으니 내글 지우지 마세요,평점5
124,에어팟프로,별점,"★★ 20년 4월 제품이 왔습니다.
후기로 보아 제가 제일 오래된 상품인 듯하네요.

다른 분들은 다들 10월 제품이 왔다며 후기를 올리시길래 저는 단순히 최신 제조일자라 좋은 건줄 알았어요ㅋㅋㅋ

제조년월 문의했을때 확인불가라고 하길래 저는 포장을 뜯어야만 나오는 줄 알았구요.

오래 알아보고 샀어야했는데 리콜사태가 일어난것도 모르고 산 것도요.
포장을 뜯지 않고 반품을 했어야 했는데 .


열흘 정도 사용한 경과 현재는 이상이 없지만 .
차라리 문제가 생기면 새 제품 받고 좋지 뭐^^ 라는 위로를 하고 있긴 하지만 돌겠네요.
제품 포장한 직원이 참 밉고 .
(설상가상 추가로 주문한 철가루방지 스티커도 잘못된 )

프리스비라 안심하고 시켰는데 오히려 .

별 한개 주고싶지만 최신후기에서 안 보일까바 다섯개 줍니다.

★★ 여러분들은 제조년월 10월 이전께 오면 날짜만 확인하고 바로 반품시키세요. 그게 속 편합니다.",평점5
125,에어팟프로,별점,배송이 정말 빠르고 쿠폰 써서 저렴하게 잘 샀네요. 에어팟은 처음 사는데 기왕이면 좋은 거 사자고 해서 프로로 샀어요. 보다시피 뒤에 제조년월 스티커가 부착되어있구요. 배터리도 충전되어 와서 바로 테스트를 해봤습니다. 노이즈 캔슬링 효과가 짱이네요. 인이어 이어폰을 별로 안좋아해서 약간 거슬리긴 하지만 저렴한 가격에 잘 산 것 같아요. 인이어 싫어하시는 분들은 에어판 2세대가 나을 듯 싶네요. 가격이 비싸니까 미리 꼼꼼하게 따져보고 사는게 나을 것 같아요. 음질과 편리성은 우수합니다,평점5
126,에어팟프로,별점,"배송이 정말 빨랐습니다! 거의 이틀 만에 온 것 같아요. 쿠팡에서 처음에 사려고 찾아보다 재포장 상품이나 약간의 하자가 있는 상품들이 많이 오고 제조일자도 4월로 온다길래 조금 비싸더라도 여기서 시켰습니다. 덕분에 하자도 없고 7월 말에 시켰는데도 제조일자 7월인 따끈따끈한 신제품으로 받아볼 수 있었어용ㅎㅎ
박스에 취급주의 테이프가 많이 둘러져 있었는데도 정작 박스는 양쪽에서 뭐가 누른 것처럼 구겨져 있었습니다. 하지만 뾱뾱이로 충분히 감아주셔서 다행히 별 일은 없었습니당.. 이건 판매자의 문제가 아니라 배송 과정에서의 문제라고 생각해요ㅠㅠㅠ
아주 뿌듯해요 주변에서 프로 사면 이걸 왜 진작 안 샀지 생각이 든다던데 진짜에요 시끄러운 공간에서도 끼고 노이즈 캔슬링 켜면 주변에 나만 남은 기분..! !!",평점5
127,에어팟프로,별점,"현재 4월제품을 리뷰 보시면 하자가 많음.
주뮨하여 받는김에 최신제품을 받고싶어 판매자 문의를 넣은뒤 기다렸습니다.
답변으로는 생산년월을 볼 수 없다고하여 그렇구나 하고 물건을 기다려서 받았습니다.
후에 기다려서 물건을 받았습니다.
선물용이기에 설래는 마음으로 언박싱을 하지않고 에어팟프로 박스을 살펴 보는데
옆면에 떡하니 apr-2020이라고 써있더군요.

업체 답변으로 볼 수 없다 해놓고 막상받아서 보니 옆에 2020 4월 적혀있는걸 보니 .

소비자를 개 x구로 보는건지 서비스마인드가 살사람만 사라 이렇게뿐이 안느껴집니다.

이글 보시는 분들은 문의 넣으시면 오히려 암세포만 키우는 꼴이니 그냥 가챠한다 생각하고 구매하실분만 구매하세요.

선물용이라 시간상 피치못하게 반품을 못했지만
선물 주고도 찜찜하네요.",평점5
128,에어팟프로,별점,"무선이어폰 및 블투 헤드폰 통틀어 7개째 쓰고 있는데
노캔 기능은 좋긴 좋음.

물론 노캔 기능 자체는 보스 블투 헤드폰보다는 조금 떨어지긴 하지만 현존하는 제대로된 노캔 블투 이어폰이 소니와 에어팟 프로 뿐인걸 감안하면 수준급임.

소니보다도 좀 더 낫다는 것에 중론.
하지만 음질이 떨어지는건 진짜 안타까움.
제이버드, 소니, 버즈, 보스, Zabra 써본것 중에 플랫하다고는 해도 음질에 제일 후달림.

결론, 출퇴근 음악감상용 (영화보기엔 음질이나 )
및 통화 목적이면 구매 추천.",평점5
129,에어팟프로,별점,"애플캐어+철가루방지스티커+케이스+에어팟프로
구매했습니다.
기존쓰던 에어팟 1세대에서 1시간정도 통화하면 배터리 광탈이라
바꿧습니다.

배송은10월생산분이 왓습니다.
흔히있는 알콜냄새? 먼지?? 이런건없었고 매우깨끗하고 양호한 아이가왔습니다.

장점: 1.노이즈캔슬링
2.노이즈캔슬링
3.노이즈캔슬링
4.운동시 빠지지않음

단점:1.가격
2.1세대보다 조금 무겁게 느껴집니다.
3.커널형 익숙치않으면 불편할수있음 쉽게얘기하면 3m귀마개 하고잇는느낌이에여

산거 후회없고 요 책읽을때 쓰기도 좋습니다.
!",평점5
130,에어팟프로,별점,"빠르게 잘 왔습니다
다만 정품 등록하려는데 구매일이 입력이 안돼서... 복잡한 과정으로 증빙을 해야하더라구요ㅠㅠ 그게 좀 아쉬워요
프로는 역시 좋아요
갤럭시랑 연동해서 쓰는데 아이폰만큼 수월하게 연결은 안되지만 한 번 연결되면 음질이 진짜 좋아요~
버즈플 쓰다가 던져버리고 프로로 넘어왔어요~
저음이 탄탄하고 진짜 안들리던 소리를 찾아주더라구요~
매번 듣던 소리에 그런 코러스가 있었는지, 그런 섹션이 있었는지 몰랐는데 프로로 듣고 나서 알아차릴 정도예요^^",평점5
131,에어팟프로,별점,"좋습니다. 상품도 빠르게 배송되고, 무엇보다 애플스토어 온라인샵 직영연동매장이라 더욱 믿을만합니다. 사내 이벤트용과 취미동아리의 이벤트용으로 구매했는데, 아주 평이 좋더라구요. 최신 무선전자기기라서 그런지 눈에 띠게 열정적인 모습이 비록 돈을 쓴 처지지만 마음에 들었습니다. 연말연시라서 적당한 이벤트의 상품이 어떤게 있을꺼 고민했는데 마침 적절하게 판매해주셔서 감사합니다^^ 배송도 빠르구요 ㅎㅎ 다만 조금 아쉬운 것은 포장이 살짝 약하다..?? 에어캡이 그냥 한번만 휘리릭 감은 수준이라 그 점에 대해서는 살짝 아쉬운 면이 있었지만, 어쩔 수 없지요.. 사업번창하시고, 더 좋은 상품으로 많은 이벤트 부탁드려요^^ 정품인증도 잘 했다고 하니 맘에 아주 듭니다.

그리고 만약 구매하신 분들 중에서 정품인증이 잘 안이뤄진다, 혹은 정품인증 날짜가 차이가 난다하면 구매영수증을 애플as센터이 제출하면 수정을 해준다니 이 점 참고하시길 바라요. 몇만원도 아니고 몇십만원인데 as기간이 하루라도 길어야 마음에 편안함이 생기니깐요 ㅋㅋ",평점5
132,에어팟프로,별점,"20년 12월 제조에요.
장점
1. 노캔의 신세계를 경험하였습니다. 왠만한 잡음은 다 잡아주어서 끼고 자면 잠이 솔솔와요. 너무 잠이 잘와서 버스에서 못내릴 뻔 했어요.
.
2. 귀찮아서 케이스 안사고, 스티커도 안붙였는데
먼지도 생각했던 것 보다 안붙고, .
.
3. 아이폰 갬성... 따라올 수 없어요.
.
4. 버튼이여서 오히려 편해요.
.
.
단점
1. 음질 : . 봥봥!하고 비트가 귀를 때려 박아줘야 신나는데..
뭔가 강한비트가 필터를 거쳐 퍼지는 느낌이에요.
.
2. .",평점5
133,에어팟프로,별점,"아,,,,
기대가 커 쓸까요 그냥 개인 취향일까요 기가 답답하고 오래 듣기에는 그냥 이어폰이 더 저한테 잘 맞는 것 같아요 노래를 크게 듣지 않기 때문에 노이즈캔슬링 기능도 사실 잘 경험 하기는 힘드네요 오히려 기존에 쓰던 것은 콩나물 대가리가 길어서 그런지 항상 손에 잘 잡히고 그냥도 잘 맞았던 것 같아요 바디에 있는 검정색도 없었으면 어땠을까 하는 생각이 드네요
집에 거의 모든 개인 전자제품은 애플인데 이번 것은 좀 벌어질 것 같네요 한 일주일 더 써 보다가 당근 마켓으로 가자

배송은 정말 빨랐어요 마치 우리 집 part 편의점에서 배달 오는 것 같아요 ㅎㅎ",평점5
134,에어팟프로,별점,"목요일 오전 주문했고 토요일 받음. 배송 생각보다 빨라서 만족
에어팟1 쓰다가 갈아탔는데 당연히 있는줄 알았던 충전기 없어서 1차당황, led인디케이션이 뚜껑열면 보였었는데 밖으로 디자인이 나오니 케이스에따라 가려질 수있음 여기서 2차 당황.

내가 성능만 좋다고만 듣고 자세히 안알아본건 있지만 참고하시길.
갤s10 사용자인데 아이폰 있는 친구꺼 빌려서 설정 해야겠음.
전체적으로 음질과 노.

애플아, 30이 넘는데 인간적으로 충전기는 넣어주지 그랬냐..",평점5
135,에어팟프로,별점,"제조일자도 21년 2월 제품으로 좋았고 배송도 빨리해주셨어요
에어팟1세대 사용했었고 그 이전에 커널형 이어폰만 사용해서 이번에 꼭 에어팟프로를 갖고싶었는데요 안타깝게도 노이즈캔슬링 기능이 저와 맞지 않아요ㅠ 그 기능만 키면 멀미하듯 어지럽고 울렁거려서 오프라인 매장에서 체험을 해보고 구입할걸 후회가 됐어요 이런 이유로 반품이 되지 않는다고 하니 어쩔수 없이 기능 끄고 사용해야겠죠ㅠ 구입하시는 분들은 꼭 노이즈캔슬링 기능을 경험해보시고 하시는 편이 좋을것같습니다",평점5
136,에어팟프로,별점,"이번에 아이폰하고 애플워치 까지 구매하면서
에어팟 프로까지 구매했는데요 ANC기능 있는 제품은 처음사용해본거라 다른제품과 비교가 어렵지만 막귀인 저로써는 신세계를 경험한것같아요 저는
런닝을 뛸때는 폰은 안가져오고 워치랑 연동해서 음악을듣고있는데요 사고예방을 위해 노캔은 오프해놓고 듣고있어요 뒤에서 차가와도 음악소리와 차소리가 정확히 구분이 되서 특별히 위험할일도없어요 한달사용기를 적지만 런닝하시는분들께 강추드리고싶어요 뽑기운도있어서 제품상태 양호해요 2년되기전에 애플케어이용해서 배터리교체해서 더 사용할 예정입니다 긴글 읽어주셔서 감사합니다",평점5
137,에어팟프로,별점,"2세대 제품은 온라인 장터에서 판매를 하고 좋다고 소문이 자자한 에어팟 프로를 구입했어요. 톡집사 쿠폰과 해당 쇼핑몰에서 주는 쿠폰, 직접 구매시에 카드 할인까지해서 4~5만원 저렴하게 구입했네요. 배송도 비교적 빨랐습니다. 일단 이어폰을 귀에 꽂았을 때 주변 소리가 음소거되는 느낌이 신기했어요. 하지만 초반에 물속에 있는 듯한 기분이 들어 적응하는데 시간이 좀 걸렸습니다. 길에서 사용시엔 외부 소리가 잘 들리지 않아 자전거에 부딪힐 뻔도 해서 조심해서 사용 중입니다.",평점5
138,에어팟프로,별점,"애플 첫 입문템..
짜가 사기 싫어서 여기서 샀습니당ㅎ.ㅎ
몇달을 고민하고 샀는데 잘샀어요ㅎㅎ만족!!!!

솔직히 처음 받앗을때는 노캔 성능도 잘모르겟고
갤럭시폰이라 배터리 확인용 앱 따로 까는것도 귀찮고
충전단자도 없어서 아주 당황스럽고 짜증났지만

입원했을때 쓰려고 산건데 연말에 샀는데 배송도 빠르게 왔고 지금 6인실..온갖 시끄러운 소리 들려서 한번 써볼까했는데!! 오 대박꾸네요. 갑자기 바깥소리가 통화소리같이 아득히 들리길래 읭? 하고 이어폰 빼봤더니 엄청 시끄럽네요 ㅋㅋㅋ 근데 귀가 좀 멍해지긴해서 ㅜ 아직까진 유선이어폰이 좋지만 대중교통쓰거나 운동할때는 엄청 유용할 것 같아욥ㅎ.ㅎ 취천추천!",평점5
139,에어팟프로,별점,리뷰가 너무 늦었네요~~이거살때 물량이 없어서 인터넷에서도 배송바로받기가 진짜힘들고 바로보내준다고 하는데는 가격도비싸고그랬는데 조카녀석이 하루라도 빨리 받고싶다고 하도졸라대서 정말 인터넷다뒤저보구 리뷰도다읽어보구 이곳에서 주문했는데 진짜잘한거같아요 다른곳들 다 다음날배송이라고 가격도 비싸게받았으면서도 대책없이 배송길어지고 자기들이득만챙기던데 여긴 진짜바로 다음날보내주고 가격도 다른곳보다 훨씬좋은가격으로 살수있었어요 연휴까지꼈는데두 걱정이무색할만큼 바로보내주셔서 넘 감사했어요 조카가 넘 행복해하구 새해고3되는 조카에게 힘내라구 선물해준건데 넘뿌듯했네요 조카두 이거받구 공부더열심히한대요^^또 구매하러올께요 마니파세요,평점5
140,에어팟프로,별점,"에어팟 1세대랑 가격측면에서 고민을 무척많이 했는데 사실 아이폰전용 이어폰 조차도 귀에꽂으면 아프고, 잘 빠져서 에어팟프로 커널형을 선택했어요.
마침 프리스비에서 온라인으로 20%할인이 진행중이었고, 쿠팡 애플 브랜드관에서도 가격이 비슷하더라구요. 리뷰도 많이 봤는데 쿠팡은 로켓배송 맘에는 들었지만 리뷰가 맘에걸리는 글을 몇개보다보니 시간이 걸려도 프리스비 선택했는데 무튼 짐 넘 만족하며 사용하고있어요. 귀에서 잘빠지지않아서 넘 좋구요. 노이즈캔슬링 경험해보니 정말 신기해요.",평점5
141,에어팟프로,별점,"토요일 오후에 주문해서 화요일 밤에 받았습니다. 도착예정일 하루 전인데도 계속 준비중이라 떠서 과연 때맞춰 올지가 궁금했는데 다행히도 잘 왔어요.ㅎ 가격이 저렴한 거 같아서 여기서 주문했는데 제품받고 완전 실망했어요 다른 곳에서 샀으면 바로 교환받았을건데 여기는 안되네요~ 문의 남겨도 답변도 늦고 아쉽습니다,, 그냥 쓰기로 했어요ㅠ 에어팟프로는 너무 좋네여 노캔기능 짱짱!!
아 그리고 갑자기 가격을 만원 올리더라구요 몇분 차이로 돈 더주고 샀네요ㅋ",평점5
142,에어팟프로,별점,"아이폰만주구장창쓰다 에어팟을써보자..다짐하고
며칠을 생각만하다 본격적으로 써치해서 막판까지
두군데 판매사이트를 놓고 저혼자경쟁하다가 이곳에서 구입하게되었네요~
결론은 저같이 고민많이하시는분들은 주저말고 구입하시라고 말씀드리고 싶네요.리뷰 구매많은이유는 다있는거니^^
사은품주는곳도 좋을수있지만 21년4월제품에
택배포장까지. ~
노이즈캔슬링 성능이죠^^
왜리뷰에서 다른분들이 “왜이제야구매했나”하는말들이 괜한얘기가 아니였네요~어제주문해서
오늘 받았는대. 퇴근합니다~",평점5
143,에어팟프로,별점,"배송은 정말 마음을 비우고 기다렸습니다..
포인트 받으려고 엘페이로 결제했지만
신청에 뜨질 않아서 신청 못하고 주문 날짜는 지나버려 결국 못 받았고요..
제품은 가격에 대비해서는 잘 모르겠지만
사용하기에는 괜찮긴 괜찮아요..
에어팟도 괜찮고 얘도 괜찮은데
가격 생각하면 에어팟도 실속있어요ㅋㅋ
모양이 다르니까 제품 착용 느낌이 당연히 다르고..
노래들을 때 소리가 조금 다르게 들리는 거 같아요.
뭐가 더 좋고 나쁘고가 아니고 그냥 다른 느낌의 제품
가격빼고보면 둘 다 괜찮아요.
프로가 착용 시에 조금 더 가벼운 느낌이고요
에어팟은 길이가 좀 길잖아요
프로는 짧고..
이건 개인취향이니 모양이나 가격,
평소 이어폰 취향에 따라 골라서 사용하시면 될 거 같습니다",평점5
144,에어팟프로,별점,"남자친구 전역 선물로 사줬던건데 시리얼넘버 입력도 되고 노이즈캔슬링도 잘 돼요 제조일자도 10월인가 그랬던거 같아요
근데 (에어팟 프로를 낀 사람의 통화를 듣는 입장에서) 에어팟1,2세대보단 통화 목소리가 잘 들리긴한데 주변에 트럭이나 버스 지나가면 뭐라는지 잘 안들려요 그냥 들어줄만한 정도
그리고 남자친구 귀 모양이랑 잘 안맞나봐요 아프대요 딱히 특이하게 생긴 귀도 아닌데 말이죠 고무링? 그거 바꿔껴도 아프다네요",평점5
145,에어팟프로,별점,유선 정품 이어폰과 기존 에어팟 시리즈가 귀에 안맞던 저에게 커널형으로 프로가 나타나서 바로 구입하였습니다. 가격이 비싸다는 것도 부담이 되었지만 자꾸 귀에서 빠지는 사람은 적극 추천합니다. 커널형 환영. 커널이 기본 중으로 끼어져서 왔지만 바로 작은걸로 바꾸니까 잘맞고 아무리 움직여도 안떨어집니다. 그리고 노이즈캔슬링 기능도 해보고 여러가지 조작을 해보니 에어팟 2보다 만족합니다. 무선충전기가 있어서 다행이지 케이블 충전 C타입 없으신분 미리 준비하세요~ 전 무선충전으로,평점5
146,에어팟프로,별점,"10월 꺼가 오길 그렇게 바랐는데... 7월 제조상품으로 왔네요.... 들어보니 아아주 가끔 뚝 끊겼다 재생되는 건 말고 아직 딱히 불편한 건 없는데 사용해보고 이상 있으면 애플 공인서비스에서 신청해서 바꿔야겠어요
너무 아쉽지만.. 우선 노캔은 혁명이고.. 음악 듣는 게 삶의 질이 달라질 정도로 신세계네요. 특히 러닝이나 출퇴근할 때 듣기 너무 좋아요 귀에서 빠지지도 않고, 주변소음 싹 차단하니 음악에만 집중할 수 있어요!",평점5
147,에어팟프로,별점,저도 처음엔 ㅋㅍ에서 샀었습니다. 역시나 별로였고요. 6월 제품에 배터리 유격 차이도 많이나고... 그래서 결국 고민하다 정품 리셀러에서 구입하였는데 10월 제품에 포장도 짱짱하고 누가봐도 새제품에 누가봐도 양품이었어요! 노이즈 캔슬링은 여전히 제 멀미를 유발하구요 ㅋㅋㅋ 근데 에어팟 프로 고질병인지... 자꾸 한 쪽 배터리 표시가 현저히 낮게 나오네요ㅠ 교환해봤자 똑같을 것 같아서 그냥 쓰려고는 하는데 애플에서 해결 좀 해주면 좋겠습니다 ㅜㅅ ㅠ 한 쪽을 마이크로 자동인식해서 그렇다는 얘기가 제일 많던데 다 알면서도 고쳐주지 않는 애플! 너무해요! 그래서 1점 뺐습니다!,평점5
148,에어팟프로,별점,"배송: 우선 저는 주말 끼고 구입했는데 바로 화요일에 받아 볼 수 있었어요. 배송이 빠른것 보다 저는 포장해주신 정성에 더 감동했습니다. 박스 안에 움직이지 말라고 이중으로 흔들림 방지용 포장을 해주셨더라구요. 작은 것이지만 이런 detail이 더 감동을 주는 것 같아요. 배송&포장은 1000% 만족합니다.

가격: 신사동 a store가 집에서 도보 가능하지만 너무 오래 기다려야 했는데 마침 생일이라 상품권을 선물로 받았고 카드 청구할인까지 받아 결론적으로는 a store보다 더 저렴하게 구입할 수 있었습니다.

상품: . 바로 아이폰이랑 연결해서 아이들이랑 test해 봤는데 울 집 꼬마 둘이 엄청 신기해했어요. 처음에 소리 안들린다고 > noise cancel되는거 모르고 자기 귀가 이상하다고 ㅎㅎ 왜 에어팟 에어팟하는지 알겠더라구요. 지주 바꾸는건 어떠냐 했는데 제 소신대로 에어팟 사길 잘한것 같아요. 에어팟 사고 나니 또 케이스 사고 싶네요;;",평점2
