,Unnamed: 0,type,category,review,star,token_review
381,382,에어팟3세대,별점,기다리던 오픈형 에어팟3 너무 좋아요~ 커널형은 귀 아프고 노이즈캔슬링은 저에겐 필요 없는 기능이라 오픈형을 선호하는데 애플이 꾸준히 오픈형을 내줘서 매우 행복함~ 베이스가 기존대비 단단해진 느낌이네요. 최고!,5,"['기다리던', '오픈', '형', '에어팟', '3', '너무', '좋아요', '커널', '형', '은', '귀', '아프고', '노이즈', '캔', '슬링', '은', '저', '에겐', '필요', '없는', '기능', '이라', '오픈', '형', '을', '선호', '하는데', '애플', '이', '꾸준히', '오픈', '형', '을', '내줘서', '매우', '행복함', '베이스', '가', '기존', '대비', '단단해진', '느낌이네요', '최고']"
380,381,에어팟3세대,별점,"언니 선물로 사줬어요~
다른 후기에 적혀있듯이 이어폰이 조금 통통해서 크게 느껴지지만 처음샀던 에어팟과 비교하면 사운드가 완전 달라서 만족해요!",5,"['언니', '선물', '로', '사줬어요', '\r\n', '다른', '후기', '에', '적혀있듯이', '이어폰', '이', '조금', '통통해서', '크게', '느껴지지만', '처음', '샀던', '에어팟', '과', '비교', '하면', '사운드', '가', '완전', '달라', '서', '만족해요']"
379,380,에어팟3세대,별점,"갤럭시s21 연결해서 사용하고 있어요. 불편한점은 아직까지 없네요.
오래 귀에 끼고 있으면 살짝 아픈감은 있지만 걸을때 귀안에 울림이? 없으니 좋아요",5,"['갤럭시', 's', '21', '연결해서', '사용', '하고', '있어요', '불편한', '점', '은', '아직', '까지', '없네요', '\r\n', '오래', '귀', '에', '끼', '고', '있으면', '살짝', '아픈', '감은', '있지만', '걸', '을', '때', '귀', '안', '에', '울림', '이', '없으니', '좋아요']"
377,378,에어팟3세대,별점,"원래 수요일 도착예정이었는데 하루 빨리 받아봤어요! ㅋㅍ에서 샀는데 불량품 걸려서 결국 여기서 다시 구입했습니다🥲 쿠폰 할인으로 정가보다 10,000원 정도 저렴하게 구입해서 잘 산것 같아요!",5,"['원래', '수요일', '도착', '예정', '이었는데', '하루', '빨리', '받아', '봤어요', '에서', '샀는데', '불량품', '걸려서', '결국', '여기', '서', '다시', '구입', '했습니다', '쿠폰', '할인', '으로', '정가', '보다', '10000원', '정도', '저렴하게', '구입', '해서', '잘', '산것', '같아요']"
390,391,에어팟3세대,별점,구매 다음날 다른 쇼핑몰에서 20만원대에 팔던데. 속이 씨려서 잠을 못잤습니다. 배송중이라 취소도 못하고. 항상 저렴할줄 알았는데 또 그런건 아니었음을 알았네요.,5,"['구매', '다음', '날', '다른', '쇼핑몰', '에서', '20만원', '대에', '팔던데', '속이', '씨려', '서', '잠', '을', '못잤습니다', '배송', '중', '이라', '취소', '도', '못', '하고', '항상', '저렴할줄', '알았는데', '또', '그런건', '아니었', '음', '을', '알았네요']"
376,377,에어팟3세대,별점,"공홈이 아닌곳에서 첫 주문이라
사실 주문전까진 걱정하긴했는데
생각보다 배송도 빨랏고 꼼꼼하게 포장해서 보내주셔서
안전하게 잘 받을 수 있었습니다
아직 큰 문제없이 잘 사용중이라 만족해요",5,"['공홈', '이', '아닌', '곳', '에서', '첫', '주문', '이라', '\r\n', '사실', '주', '문전', '까진', '걱정', '하긴', '했는데', '\r\n', '생각', '보다', '배송', '도', '빨랏', '고', '꼼꼼하게', '포장', '해서', '보내주셔서', '\r\n', '안전하게', '잘', '받을', '수', '있었습니다', '\r\n', '아직', '큰', '문제', '없이', '잘', '사용', '중', '이라', '만족해요']"
375,376,에어팟3세대,별점,기존에 쓰던 에어팟1과 음질에서 차이가 다르다는게 느껴집니다. 케이스도 이쁘고 배터리도 오래가는거같아요 통화음질도 꽤 좋고 다방면으로 많은 업그레이드 된거같습니다 너무만족스럽네요 강추합니다!,5,"['기존', '에', '쓰던', '에어팟', '1', '과', '음질', '에서', '차이', '가', '다르다는게', '느껴집니다', '케이스', '도', '이쁘고', '배터리', '도', '오래', '가는거', '같아요', '통화', '음질', '도', '꽤', '좋고', '다방면', '으로', '많은', '업그레이드', '된거', '같습니다', '너무', '만족스럽네요', '강', '추합니다']"
374,375,에어팟3세대,별점,음질은 정말 만족스러우나 갤럭시와의 호환성은 최악이네요 ㅜㅜ 통화 받을시 상대쪽에서 제목소리를 듣지 못합니다.그래서 어쩔수없이 와이프 에어팟2 와 교환해서 사용중이네요아이폰 유저는 정말 만족하실껍니다,5,"['음질', '은', '정말', '만족스러우나', '갤럭시', '와의', '호환성', '은', '최악', '이네', '요', '통화', '받을시', '상대', '쪽', '에서', '제', '목소리', '를', '듣지', '못', '합니다', '그래서', '어쩔', '수없이', '와이프', '에어팟', '2', '와', '교환', '해서', '사용', '중', '이네', '요', '아이폰', '유저', '는', '정말', '만족하실', '껍니', '다']"
373,374,에어팟3세대,별점,2차 예약했는데 예정보다 엄청 빨리와서 정말 좋아요. 오픈형만 쓰는터라 3세대 넘 기다렸는데 귀에 들어가는 부분이 1세대에 비해 좀 크긴한데 만족합니다. 무선충전도 굉장히 편하네요.,5,"['2', '차', '예약', '했는데', '예정', '보다', '엄청', '빨리', '와서', '정말', '좋아요', '오픈', '형', '만', '쓰는', '터', '라', '3', '세대', '넘', '기다렸는데', '귀', '에', '들어가는', '부분', '이', '1', '세대', '에', '비해', '좀', '크', '긴한데', '만족합니다', '무선', '충전', '도', '굉장히', '편하네요']"
372,373,에어팟3세대,별점,에어팟 첨쓰는데 확실히 좋네요..에어팟 헤드가 좀 커서 귓구멍작으면 불편감은 느껴지지만 이때까지 왜 없이 살았나 싶을정도로 마음의 안식이 있었어요ㅜㅜㅜ너무 좋음..삶의질 수직상승하는 기분..,5,"['에어팟', '첨', '쓰는데', '확실히', '좋네요', '에어팟', '헤드', '가', '좀', '커서', '귓', '구멍', '작으면', '불편', '감은', '느껴지지만', '이', '때', '까지', '왜', '없이', '살았나', '싶을', '정도', '로', '마음', '의', '안식', '이', '있었어요', '너무', '좋음', '삶의질', '수직', '상승', '하', '는', '기분']"
371,372,에어팟3세대,별점,에어팟시리즈1만 사용하다가 3나올때까지 기다리다가 바로 사전구매로 샀는데 완전 만족!!!!!!!! 프로는 귀아프고 빠져서 못사고있었는데 3은 그런 걱정 필요없이 하나도 귀에 부담이 안가요👍👍,5,"['에어팟', '시리즈', '1만', '사용', '하다가', '3', '나올', '때', '까지', '기다리다가', '바로', '사', '전', '구매', '로', '샀는데', '완전', '만족', '프로', '는', '귀', '아프고', '빠져서', '못', '사고있었는데', '3', '은', '그런', '걱정', '필요없이', '하나', '도', '귀', '에', '부담', '이', '안가요']"
370,371,에어팟3세대,별점,선물용으로 구매한건데 선물받은 사람이 너무 좋아해요. 기존에 사용했던 타 제품은 배터리 용량도 적고 장 시간 사용하면 귀아팠는데 에어팟은 아프지 않다고 하네요. 음질도 좋고 너무 마음에 듭니다,5,"['선물', '용', '으로', '구', '매', '한', '건데', '선물', '받은', '사람', '이', '너무', '좋아해요', '기존', '에', '사용', '했던', '타', '제품', '은', '배터리', '용량', '도', '적고', '장', '시간', '사용', '하면', '귀', '아팠는데', '에어팟', '은', '아프지', '않다고', '하네요', '음질', '도', '좋고', '너무', '마음', '에', '듭니', '다']"
369,370,에어팟3세대,별점,에어팟1 2년간 사용하다가 고장나서 구매하는 김에 새로 나온 3로 구매했는데 케이스도 납작한게 귀엽고 음향도 좀더 울리는..? 생생한 느낌이라 만족합니다. 케이스들이 빨리 많이 나왔으면 좋겠어요,5,"['에어팟', '1', '2년', '간', '사용', '하다가', '고장', '나서', '구매', '하는', '김', '에', '새로', '나온', '3', '로', '구매', '했는데', '케이스', '도', '납작한게', '귀엽고', '음향', '도', '좀더', '울리는', '생생한', '느낌', '이라', '만족합니다', '케이스', '들', '이', '빨리', '많이', '나왔으면', '좋겠어요']"
368,369,에어팟3세대,별점,배송 진짜 빠르고 물건도 파손없이 예쯔게 잘 왔습니다. 음질도 너무 좋고요 막귀인 제가 듣기에도..기존에 있던 에어팟보단 작고 귀에 잘 맞아서 안떨어트릴거같아서 좋내요,5,"['배송', '진짜', '빠르고', '물건', '도', '파손', '없이', '예쯔', '게', '잘', '왔습니다', '음질', '도', '너무', '좋고요', '막', '귀인', '제', '가', '듣기', '에도', '기존', '에', '있던', '에어팟', '보단', '작고', '귀', '에', '잘', '맞아서', '안', '떨어', '트릴', '거', '같아서', '좋내요']"
367,368,에어팟3세대,별점,"커널형보단 오픈형이
편해서 존버하다가 샀어요!
1세대에 적응된 귀라 뭔가 모양새나 사이즈가 살짝 어색하긴한데 공간음향 이거 좋네요ㅋㅋ 잘 쓰겠습니당",5,"['커널', '형', '보단', '오픈', '형', '이', '\r\n', '편해서', '존버', '하다가', '샀어요', '\r\n', '1', '세대', '에', '적응', '된', '귀', '라', '뭔가', '모양새', '나', '사이즈', '가', '살짝', '어색하긴한데', '공간', '음향', '이', '거', '좋네요', '잘', '쓰겠', '습', '니당']"
389,390,에어팟3세대,별점,"아직도 현역?인 1세대와 비교하면서 들어봤는데..
진심..신세계를 경험했습니다. 워치4에 연결해서 듣기에는 뭔가 좀 아깝다?라는 생각이 들 정도로..",5,"['아직도', '현역', '인', '1', '세대', '와', '비교', '하면서', '들어', '봤는데', '\r\n', '진심', '신세계', '를', '경험', '했습니다', '워치', '4', '에', '연결해서', '듣기', '에는', '뭔가', '좀', '아깝다라는', '생각', '이', '들', '정도', '로']"
391,392,에어팟3세대,별점,배송이 무척 빠르게 왔어요!2세대보다 음질이 확실히 정말 좋네요이어폰 크기가 커져서 빠질 것 같은 느낌이 들긴 하는데빠지지는 않아요결론적으로는 2세대에서 넘어온 것 무척 만족합니다!!,5,"['배송', '이', '무척', '빠르게', '왔어요', '2', '세대', '보다', '음질', '이', '확실히', '정말', '좋네요', '이어폰', '크기', '가', '커져서', '빠질', '것', '같은', '느낌', '이', '들긴', '하는데', '빠지지는', '않아요', '결론', '적', '으로는', '2', '세대', '에서', '넘어온', '것', '무척', '만족합니다']"
365,366,에어팟3세대,별점,"에어팟 프로가 커널형이라서 귀가 았는데 드디어 오픈형이어폰을 쓰게 되어ㅓ서 기뷴이 너무 좋아요. 배송도 빨랐어요. 다만 철가루방지 스티커 그레이 색상을 주문했는데, 검정 색상이 온게 아쉬워요.",5,"['에어팟', '프로', '가', '커널', '형', '이라서', '귀가', '았', '는데', '드디어', '오픈', '형', '이어폰', '을', '쓰게', '되어서', '기뷴', '이', '너무', '좋아요', '배송', '도', '빨랐어요', '다만', '철', '가루', '방지', '스티커', '그레이', '색상', '을', '주문', '했는데', '검정', '색상', '이', '온', '게', '아쉬워요']"
404,405,에어팟3세대,별점,"하 쿠팡은 도저히 공인판매자가 아니라서 못받겠고 젤빨리 못받나 망설이다가 시켰는데 다음날 도착 뭐죠 이거 진짜 감동했어요👍
소리가 따라오는 느낌 좋아요",5,"['하', '쿠팡', '은', '도저히', '공인', '판매', '자', '가', '아니라서', '못', '받겠고', '젤', '빨리', '못', '받나', '망설이다가', '시켰는데', '다음', '날', '도착', '뭐', '죠', '이', '거', '진짜', '감동', '했어요', '\r\n', '소리', '가', '따라오는', '느낌', '좋아요']"
414,415,에어팟3세대,별점,에어팟쓰다가 3세대로 넘어오니까 너무 좋네요... 🤭💞 19일날 출시되었는데 배송도 하루만에 와서 최고에요👍🏻 잘 사용하겠습니다~,5,"['에어팟', '쓰다가', '3', '세대', '로', '넘어오니까', '너무', '좋네요', '19일', '날', '출시', '되었는데', '배송', '도', '하루', '만에', '와서', '최고', '에요', '잘', '사용', '하겠습니다']"
413,414,에어팟3세대,별점,지금까지 삼성휴대폰 쓰면서 버즈를 사용했었는데 이번 아이팟3세대로 바꾸고 연결도 잘되고 끈김없이 음질도 좋네요. 상당히 만족중입니다.,5,"['지금', '까지', '삼성', '휴대폰', '쓰면서', '버즈', '를', '사용', '했었는데', '이번', '아이팟', '3', '세대', '로', '바꾸고', '연결', '도', '잘', '되고', '끈김', '없이', '음질', '도', '좋네요', '상당히', '만족', '중', '입니다']"
412,413,에어팟3세대,별점,전 에어팟 처음 사용자 인데요 통화할때 음질도 좋고 음악들을때도 너무 좋네요 귀에 걸친느낌이 들어서 빠질거 같지만 적응해가는 중입니다,5,"['전', '에어팟', '처음', '사용자', '인데요', '통화', '할', '때', '음질', '도', '좋고', '음악', '들', '을', '때', '도', '너무', '좋네요', '귀', '에', '걸친', '느낌', '이', '들어서', '빠질거', '같지만', '적응해가는', '중', '입니다']"
411,412,에어팟3세대,별점,아무래도 사이즈가 커지다보니 귀 모양을 확실히 많이 타는거 같아요...밀착이 깊숙하게 확실히 안되다보니 전에 쓰던 2세대보다 소리가 좀 작은 느낌이 드네요... 그 외에 음질이나 디자인은 만족스럽습니다~,5,"['아무래도', '사이즈', '가', '커지다', '보니', '귀', '모양', '을', '확실히', '많이', '타는거', '같아요', '밀착', '이', '깊숙하게', '확실히', '안되다', '보니', '전', '에', '쓰던', '2', '세대', '보다', '소리', '가', '좀', '작은', '느낌', '이', '드네', '요', '그', '외', '에', '음질', '이나', '디자인', '은', '만족스럽습니다']"
410,411,에어팟3세대,별점,자동 EQ 조절이 불편할때가 있어요노래 음향을 자꾸 조절하게 되네요..착용감은 불편해요그냥 디자인 똑같았으면 좋았을 텐데음질은 좋아요넷플릭스 공간음향 켜고 보면 정말 몰입감 생겨요,5,"['자동', 'EQ', '조절', '이', '불편할', '때', '가', '있어요', '노래', '음향', '을', '자꾸', '조절', '하게', '되네요', '착용', '감은', '불편해요', '그냥', '디자인', '똑같았으면', '좋았을', '텐데음질', '은', '좋아요', '넷플릭스', '공간', '음향', '켜고', '보면', '정말', '몰입', '감', '생겨요']"
409,410,에어팟3세대,별점,세탁기에 넣고 돌리고 건조기 바람도 쒜는 바람에 에어팟이 멜랑꼴랑되었어요~~~남편에게 사서 안겨줬더니 매우 좋아합니당👍 마눌이 사주니까 더 좋은가봄 히,5,"['세탁기', '에', '넣고', '돌리고', '건조기', '바람', '도', '쒜', '는', '바람', '에', '에어팟', '이', '멜랑', '꼴랑', '되었어요', '남편', '에게', '사서', '안겨', '줬더니', '매우', '좋아합니당', '마눌', '이', '사주', '니까', '더', '좋은가', '봄', '히']"
408,409,에어팟3세대,별점,"공간음향이란게 정말 신기하더라구요
근데 프로 노이즈 캔슬 맛보신 분들은 주변잡음 때문에 비추드립니다. 상관없으시다면 귀도 편하고 ?아요",5,"['공간', '음향', '이란', '게', '정말', '신기하더라구요', '\r\n', '근데', '프로', '노이즈', '캔슬', '맛보신', '분', '들', '은', '주변', '잡음', '때문', '에', '비추', '드립니다', '상관없으시다면', '귀', '도', '편하고', '아요']"
407,408,에어팟3세대,별점,"개인적으로 커널형 방식의 이어폰을 싫어해서 에어팟도 1,2세대만 사용해 오다가 이번 할인으로 3세대를 구입했네요, 여전히 가격은 좀 비싸다 싶지만 음질이 기대 이상이네요. 1,2세대와는 차원이 다르네요. 잘 산 것 같습니다.",5,"['개인', '적', '으로', '커널', '형', '방식', '의', '이어폰', '을', '싫어해서', '에어팟', '도', '12', '세대', '만', '사용', '해', '오', '다가', '이번', '할인', '으로', '3', '세대', '를', '구입', '했네요', '여전히', '가격', '은', '좀', '비싸다', '싶지만', '음질', '이', '기대', '이', '상이', '네', '요', '12', '세대', '와는', '차원', '이', '다르네요', '잘', '산', '것', '같습니다']"
406,407,에어팟3세대,별점,"원래 쓰던 에어팟이 연결이 자꾸 끊겨서,, 결국 새로운 제품을 사게 되었네요..!! 3세대 모양이 좀 마음에 안들긴 하지만 그래도 음향은 좋아요!!!",5,"['원래', '쓰던', '에어팟', '이', '연결', '이', '자꾸', '끊겨서', '결국', '새로운', '제품', '을', '사게', '되었네요', '3', '세대', '모양', '이', '좀', '마음', '에', '안', '들긴', '하지만', '그래도', '음향', '은', '좋아요']"
405,406,에어팟3세대,별점,에어팟 프로를 사용하면서 노캔은 너무 만족스러웠지만 외이도염이 생겻다 사라？병摸？ 반복하는것도 짱나고 어지럼증을 느끼는게 ㅈ같아서 바？f는데 노캔만 빼면 다 만족스럽습니다,5,"['에어팟', '프로', '를', '사용', '하면서', '노캔', '은', '너무', '만족스러웠지만', '외이도', '염', '이', '생겻다', '사라', '병', '摸', '반복', '하는것도', '짱', '나고', '어지럼증', '을', '느끼는게', '같아서', '바', 'f', '는데', '노캔', '만', '빼면', '다', '만족스럽습니다']"
403,404,에어팟3세대,별점,"신랑 선물 해 줬는데 헤드폰만 쓰다가 가벼우니까 짐에서 운동할때 좋대요
귓구멍이 작은 분들한테는 조금 부담스러울 수 있겠다고 합니다 ㅎㅎ",5,"['신랑', '선물', '해', '줬는데', '헤드폰', '만', '쓰다가', '가벼우니까', '짐', '에서', '운동', '할', '때', '좋', '대요', '\r\n', '귓구멍', '이', '작은', '분', '들', '한테', '는', '조금', '부담스러울', '수', '있겠다고', '합니다']"
392,393,에어팟3세대,별점,"남편 선물로 샀어요~
배송 빠른 편이고 제품 안전하게 왔어요!
제조일도 21년 12월로 완전 최신 제품이네요^^
애플 공식 판매처라 믿고 구매할 수 있어 좋아요!!
21년 마무리 잘하시고
새해 복 많이 받으세요~🙏🏼",5,"['남편', '선물', '로', '샀어요', '\r\n', '배송', '빠른', '편이', '고', '제품', '안전하게', '왔어요', '\r\n', '제조', '일도', '21년', '12월', '로', '완전', '최신', '제품', '이네', '요', '\r\n', '애플', '공식', '판매', '처', '라', '믿고', '구매', '할', '수', '있어', '좋아요', '\r\n', '21년', '마무리', '잘', '하시고', '\r\n', '새해', '복', '많이', '받으세요']"
402,403,에어팟3세대,별점,"이번 에어팟은 정가 주고 사도 아깝지 않겠네요 개선된점도 많고 음향 음질 좋습니다.
다만 착용감이 불안함이 살짝있어서 아쉽네요 운동하시는분들은 참고하세요",5,"['이번', '에어팟', '은', '정가', '주고', '사도', '아깝지', '않겠네요', '개선', '된', '점도', '많고', '음향', '음질', '좋습니다', '\r\n', '다만', '착용', '감', '이', '불안함이', '살짝', '있어서', '아쉽네요', '운동', '하시는', '분', '들', '은', '참고', '하세요']"
401,402,에어팟3세대,별점,중2 아이 크리스마스 선물로 해줬어요. 아이가 좋아합니다. 애지중지 하고있어요. 음질 좋고 만족입니다. 프로랑 살짝 고민했는데 프로는 노이즈캔슬링 기능이 오히려 안전문제가 있을것같아 3세대로 선택해봤어요.,5,"['중', '2', '아이', '크리스마스', '선물', '로', '해줬어요', '아이', '가', '좋아합니다', '애지중지', '하고있어요', '음질', '좋고', '만족', '입니다', '프로', '랑', '살짝', '고민', '했는데', '프로', '는', '노이즈', '캔', '슬링', '기능', '이', '오히려', '안전', '문제', '가', '있을것', '같아', '3', '세대', '로', '선택', '해봤어요']"
400,401,에어팟3세대,별점,"상품은 만족합니다
하지만 배송은 완전 별로네요
가격이 20만 원이 넘는 제품을 박스에 넣지 않고 비닐에 넣어서 보내다니.. 정말 서비스 그지 같네요 절대 다시는 이곳에서 안 삽니다",5,"['상품', '은', '만족합니다', '\r\n', '하지만', '배송', '은', '완전', '별로', '네', '요', '\r\n', '가격', '이', '20만', '원', '이', '넘는', '제품', '을', '박스', '에', '넣지', '않고', '비닐', '에', '넣어서', '보내다니', '정말', '서비스', '그', '지', '같네요', '절대', '다시는', '이', '곳', '에서', '안', '삽니다']"
399,400,에어팟3세대,별점,"에어팟1 쓰다가 넘어왔는데 확실히 기술이 발전한게 느껴져요
알맹이가 커서 귓구멍이 좀 아프긴 한데 덕분에 오래 안끼고 귀 건강 챙기고 있어요",5,"['에어팟', '1', '쓰다가', '넘어왔는데', '확실히', '기술', '이', '발전', '한', '게', '느껴져요', '\r\n', '알맹이', '가', '커서', '귓구멍', '이', '좀', '아프긴', '한데', '덕분', '에', '오래', '안', '끼고', '귀', '건강', '챙기고', '있어요']"
398,399,에어팟3세대,별점,"에어팟1세대 3년 사용하니 딱 쓰게 불편할 정도로. 베터리가 빨리 소모 되더라구요
마침 생일에 프리스비 할인중이여서 좋은가격에 구매햇습니다",5,"['에어팟', '1', '세대', '3년', '사용', '하니', '딱', '쓰게', '불편할', '정도', '로', '베터리', '가', '빨리', '소모', '되더라구요', '\r\n', '마침', '생일', '에', '프리스비', '할인', '중이', '여서', '좋은', '가격', '에', '구', '매', '햇습니', '다']"
397,398,에어팟3세대,별점,배송은 이틀걸렸고 제품은 새상품으로 잘 왔어요 에어팟은 처음인데 일단 통화품질이나 음향은 좋네요 귀부분은 익숙해지는데 시간걸릴것같아요,5,"['배송', '은', '이틀', '걸렸고', '제품', '은', '새', '상품', '으로', '잘', '왔어요', '에어팟', '은', '처음', '인데', '일단', '통화', '품질', '이나', '음향', '은', '좋네요', '귀', '부분', '은', '익숙해지는데', '시간', '걸릴것', '같아요']"
396,397,에어팟3세대,별점,"일단 배송은 빨랐고 꼼꼼히 안전하게 포장되어와서 안심하고
받았구요 필요했던상품 저렴하고 편하게 구입해서 아주
만족스럽네요 맘에드는만큼 재구매의향이 생길거 같습니다",5,"['일단', '배송', '은', '빨랐고', '꼼꼼히', '안전하게', '포장', '되어와', '서', '안심', '하고', '\r\n', '받았구요', '필요했던', '상품', '저렴하고', '편하게', '구입', '해서', '아주', '\r\n', '만족스럽네요', '맘', '에', '드는만큼', '재구매', '의향', '이', '생길거', '같습니다']"
395,396,에어팟3세대,별점,"신랑이 선물로 사줬어요~ ㅎㅎ 오자마자 상품 개봉해서 음악들어보니 음질도 좋고 모든면에서 굿입니다!!
평소 일반 이어폰썼는데 에어팟은 편리하고 음질도 짱짱이라 너무좋네요~~",5,"['신랑', '이', '선물', '로', '사줬어요', '오', '자마자', '상품', '개봉', '해서', '음악', '들', '어보', '니', '음질', '도', '좋고', '모든', '면', '에서', '굿', '입니다', '\r\n', '평소', '일반', '이어폰', '썼는데', '에어팟', '은', '편리하고', '음질', '도', '짱짱', '이라', '너무', '좋네요']"
394,395,에어팟3세대,별점,"에어팟1쓰다가 바꿨어요. 귓구멍 작은편인데 크기도 괜찮고, 프로랑 딱 하나 다른 점이라는 노이즈 캔슬링이 없어도 딱히불편한 느낌은 안 듭니다~",5,"['에어팟', '1', '쓰다가', '바꿨어요', '귓', '구멍', '작은', '편', '인데', '크기', '도', '괜찮고', '프로', '랑', '딱', '하나', '다른', '점', '이라는', '노이즈', '캔', '슬링', '이', '없어도', '딱히', '불편한', '느낌', '은', '안', '듭니', '다']"
393,394,에어팟3세대,별점,1세대에서 넘어와서 그런걸수도 있는데 음질은 확실히 좋아졌어요!! 콩나물 다리?부분이 더 짧아져서 어디 걸려서 빠지는 일도 거의 없습니다 ㅎㅎ,5,"['1', '세대', '에서', '넘어와서', '그런', '걸', '수도', '있는데', '음질', '은', '확실히', '좋아졌어요', '콩나물', '다리', '부분', '이', '더', '짧아져서', '어디', '걸려서', '빠지는', '일도', '거의', '없습니다']"
366,367,에어팟3세대,별점,뽑기 운이 좋은건지 모르겠지만 소리도 잘 들리고 신경쓰일만한 스크레치도 없어서 아주 만족하고 쓰고 있습니다~ 만원 저렴하게 구매해서 기분도 좋아요.,5,"['뽑기', '운', '이', '좋은', '건지', '모르겠지만', '소리', '도', '잘', '들리고', '신경', '쓰일만', '한', '스크레치', '도', '없어서', '아주', '만족하고', '쓰고', '있습니다', '만원', '저렴하게', '구매', '해서', '기분', '도', '좋아요']"
364,365,에어팟3세대,별점,"생각보다 배송이 빨리와서 만족스러워요!
구성품은 요 박스 하나이긴 하지만 괜찮은 가격에 구입할 수 있어 좋았습니다. 기존 1썼는데 음질 확실히 좋네요!!",5,"['생각', '보다', '배송', '이', '빨리', '와서', '만족스러워요', '\r\n', '구', '성품', '은', '요', '박스', '하나', '이긴', '하지만', '괜찮은', '가격', '에', '구입', '할', '수', '있어', '좋았습니다', '기존', '1', '썼는데', '음질', '확실히', '좋네요']"
416,417,에어팟3세대,별점,에어팟 1세대 꾸역꾸역 쓰다가 사망하여 결국 구매했습니다 ㅋㅋ 그래요.. 이렇게 배터리가 오래가는것이었죠.. 하마터면 줄이어폰 넘어가서 충전안해도되는 혁신이?!할뻔했는데 3세대구매하여 다행입니다.,5,"['에어팟', '1', '세대', '꾸역꾸역', '쓰다가', '사망', '하여', '결국', '구매', '했습니다', '그래요', '이렇게', '배터리', '가', '오래', '가는것이었죠', '하마터면', '줄', '이어폰', '넘어가서', '충전', '안해', '도', '되는', '혁신', '이', '할', '뻔했는데', '3', '세', '대', '구매', '하', '여', '다행', '입니다']"
284,285,에어팟3세대,별점,"애플 공홈에서는 40만원이상 판매한다고 해서 공홈에선 포기하고
롯데온몰에서 한참 저렴하게 27만원에 구입해서 정말 다행이고요
다만 제가 택배배송으로 받았어야 했는데 매작픽업으로 잘못 선택하는
바람에 결국 매장가서 픽업하고 말았네요 다음에 꼭 택배배송으로 택해야겠어요 너무 힘드네요 아무튼 상품 잘 받았습니다",5,"['애플', '공홈', '에서는', '40만원', '이상', '판매', '한다고', '해서', '공홈', '에선', '포기', '하고', '\r\n', '롯데', '온', '몰에서', '한참', '저렴하게', '27만원', '에', '구입', '해서', '정말', '다행', '이', '고요', '\r\n', '다만', '제', '가', '택배', '배송', '으로', '받았어야', '했는데', '매', '작', '픽업', '으로', '잘못', '선택', '하는', '\r\n', '바람', '에', '결국', '매', '장가', '서', '픽업', '하고', '말았네요', '다음', '에', '꼭', '택배', '배송', '으로', '택', '해야겠어요', '너무', '힘드네요', '아무튼', '상품', '잘', '받았습니다']"
336,337,에어팟3세대,별점,잘 왔어욥 포장 꼼꼼한 것. 다들 귀에서 절대 안빠진다던데 저한텐 헤드가 좀 큰건지 빠지네요. 차피 귀 아파서 오픈형 밖에 선택지가 없기 때문에 뭐 상관없습니다.,5,"['잘', '왔어', '욥', '포장', '꼼꼼한', '것', '다', '들', '귀', '에서', '절대', '안', '빠진다던데', '저', '한텐', '헤드', '가', '좀', '큰', '건지', '빠지네요', '차피', '귀', '아파서', '오픈', '형', '밖에', '선택', '지', '가', '없기', '때문', '에', '뭐', '상관없습니다']"
293,294,에어팟3세대,별점,"저는 귓구멍이 작은지 가끔 빠지려고 하더라고요 ㅠ 다음에는 프로로 사야겠어요 ㅠ
그리고 묘하게 오른쪽만 가만히 집중해서 들으면 지지직 소리가 아~~~주 작게 들리는데 그냥 쓰려구요.. 귀차나서…",5,"['저', '는', '귓구멍', '이', '작', '은지', '가끔', '빠지려고', '하더라고요', '다음', '에는', '프로', '로', '사야겠어요', '그리고', '묘', '하게', '오른쪽', '만', '가만히', '집중', '해서', '들으면', '지지', '직', '소리', '가', '아주', '작게', '들리는데', '그냥', '쓰려구요', '귀', '차', '나서']"
292,293,에어팟3세대,별점,오랬동안 기다려서 받앗지만~ 그래도 T멤버쉽으로 5000원 싸게 구매 ㅎ전 노이즈캔슬링 기능잇는줄 알았어요 ㅎ 음이 머리속에서 들리는 느낌 1세대보다 음질과 지속시간이 뛰어납니다 그리고 터널형을 별로 안좋아해서 ㅎ,5,"['오', '랬', '동안', '기다려서', '받앗지만', '그래도', 'T', '멤버', '쉽으로', '5000원', '싸게', '구매', '전', '노이즈', '캔', '슬링', '기능', '잇는줄', '알았어요', '음', '이', '머리', '속', '에서', '들리는', '느낌', '1', '세대', '보다', '음질', '과', '지', '속', '시간', '이', '뛰어납니다', '그리고', '터널', '형', '을', '별로', '안', '좋아해서']"
